2.780482860728970926e-11 4.203085438116746075e-11 9.645552756066633291e-11 2.334774306186424161e-10 5.504325411162188948e-10 1.249105148593107791e-09 2.724096758604556412e-09 5.707898463098602312e-09 1.149071901296100026e-08 2.222472107803012686e-08 4.129984727254884525e-08 7.373795948969683045e-08 1.264952755137757623e-07 2.085019968926446476e-07 3.302272061737887565e-07 5.025708227305442088e-07 7.349852623652480821e-07 1.032930015958111181e-06 1.395036041212938116e-06 1.810628943832437443e-06 2.258419849375525867e-06 2.707110997521300355e-06 3.118322772222015260e-06 3.451671464212158202e-06 3.671163759627615875e-06 3.751548182898134520e-06 3.683089877262735179e-06 3.473524580258069427e-06 3.146646307003453380e-06 2.737875955408086703e-06 2.287946329157519720e-06 1.836260406382073107e-06 1.415413473274118594e-06 1.047879730348144633e-06 7.451593250357158027e-07 5.090199733243094826e-07 3.340482367802932728e-07 2.106248343722305627e-07 1.276044075439186631e-07 7.428434827330687718e-08 4.155417385708071176e-08 2.233674994056231156e-08 1.153746444107310587e-08 5.726382601336631878e-09 2.731022504497138126e-09 1.251562323640849697e-09 5.512565404085473068e-10 2.337375492825487277e-10 9.653198357976390163e-11 4.205054205795774310e-11
4.203086467050018752e-11 6.353201829132194920e-11 1.457856659065661633e-10 3.528165739105325869e-10 8.315324452967481038e-10 1.886250283184953257e-09 4.111473407580499770e-09 8.609309525107067956e-09 1.731774152975273234e-08 3.346260823641755699e-08 6.211156499975195588e-08 1.107470892810612922e-07 1.896912645541100340e-07 3.121267188772869350e-07 4.934034851210300499e-07 7.493513980803140351e-07 1.093477567971901099e-06 1.533231269130325147e-06 2.065917523011440160e-06 2.675220389311561142e-06 3.329496758353034380e-06 3.982872339269860618e-06 4.579650306202331933e-06 5.061708855023938636e-06 5.377643405718446346e-06 5.491713620672800111e-06 5.390465584023673706e-06 5.085344068123109906e-06 4.610593779375005141e-06 4.016971093021015626e-06 3.362850564125885455e-06 2.704871533532049455e-06 2.090176769720120120e-06 1.551634713867211524e-06 1.106485336924145635e-06 7.579460472029175833e-07 4.987247325949351051e-07 3.152194046965317575e-07 1.913808961029328515e-07 1.116157462427436187e-07 6.253216844331888069e-08 3.365454508217485818e-08 1.740033360323259282e-08 8.642836307368954168e-09 4.124315519313248579e-09 1.890892024535505925e-09 8.331147539860684920e-10 3.533243114028889560e-10 1.459379405579742061e-10 6.357224151281249595e-11
9.645554663775412921e-11 1.457856681486623747e-10 3.345148921690764120e-10 8.094392653179251955e-10 1.907249395224165428e-09 4.324957097697531422e-09 9.423099673859926077e-09 1.972125059673704266e-08 3.964416533946838253e-08 7.654529627851291984e-08 1.419543947472033663e-07 2.528561281877218098e-07 4.326165775904965149e-07 7.109793254697974185e-07 1.122439191367403943e-06 1.702382617947001409e-06 2.480756599988406808e-06 3.473712452448096677e-06 4.674552269469389731e-06 6.046122917532925634e-06 7.517204118762110809e-06 8.985112463021083240e-06 1.032557630614022726e-05 1.140911778948344724e-05 1.212120162658036904e-05 1.238193317246172320e-05 1.216069256680663013e-05 1.148204021440835110e-05 1.042132454573407863e-05 9.091044971099027094e-06 7.621339157645734552e-06 6.139241279609630730e-06 4.751240947467594289e-06 3.532306442177723937e-06 2.522482626193811583e-06 1.730162816987457219e-06 1.139768343344504942e-06 7.211235074633393083e-07 4.381957817364834362e-07 2.557418197282612660e-07 1.433590894979117070e-07 7.718924121494913360e-08 3.992232475375293022e-08 1.983452479624621401e-08 9.466605321417197877e-09 4.340721606976947079e-09 1.912639441299651818e-09 8.111773385195231254e-10 3.350410215410793650e-10 1.459266411769978328e-10
2.334774658732124720e-10 3.528165869726276665e-10 8.094392818681019519e-10 1.958230889708621704e-09 4.612799032812655263e-09 1.045633775178795959e-08 2.277150421697848870e-08 4.763076189023699239e-08 9.568382268931516221e-08 1.846001562741481777e-07 3.420296552597654888e-07 6.086085223232749752e-07 1.040086857097798079e-06 1.707201508864379658e-06 2.691670975968341040e-06 4.076913007950919154e-06 5.932997020504510166e-06 8.296966781361214682e-06 1.115171337721584943e-05 1.440842351246168773e-05 1.789847395328170165e-05 2.137981067175387384e-05 2.456012458132428300e-05 2.713498229839350628e-05 2.883460881751565008e-05 2.946969848111047341e-05 2.896571963195704313e-05 2.737725661261514176e-05 2.487859705488371098e-05 2.173269707757274904e-05 1.824601881378340451e-05 1.471986096714117398e-05 1.140879332924005229e-05 8.493862897959725267e-06 6.073553355870342507e-06 4.170716516663230955e-06 2.750319182967531084e-06 1.741606253380378888e-06 1.059045595976082499e-06 6.184310230097911365e-07 3.468179449349004240e-07 1.867978241558085339e-07 9.663401779116953527e-08 4.801797970051605025e-08 2.292030100366519371e-08 1.051027767653967254e-08 4.631251349811790069e-09 1.964187408390100000e-09 8.112466342375041547e-10 3.533026938129856063e-10
5.504325829410117643e-10 8.315324654637555450e-10 1.907249424728017046e-09 4.612799047601850522e-09 1.086195681825313092e-08 2.461066806197390131e-08 5.356568706974505767e-08 1.119640424965609449e-07 2.247322926242746946e-07 4.331429635125432637e-07 8.016230865822565610e-07 1.424584962016629125e-06 2.431114906885009641e-06 3.984344174240601888e-06 6.271824668066874886e-06 9.483836956713370681e-06 1.377872736294319389e-05 1.923809792674785468e-05 2.581923665321422812e-05 3.331615259546255592e-05 4.134222618220467771e-05 4.934540621061300758e-05 5.666074260168851850e-05 6.259595248893357056e-05 6.653609644512170629e-05 6.804631711947173311e-05 6.694957196555495482e-05 6.336058732525629011e-05 5.766712036095467120e-05 5.046239773472127599e-05 4.244453800331116078e-05 3.430621026852265221e-05 2.663851862172439411e-05 1.986719714897056122e-05 1.422897773821485412e-05 9.785079450375100407e-06 6.460618935680284558e-06 4.095340765113142378e-06 2.492400842216829782e-06 1.456392083784216473e-06 8.171511645845008776e-07 4.402783294809795023e-07 2.278202253010869205e-07 1.132232614301127704e-07 5.404978259968343246e-08 2.478620088615748375e-08 1.092201347601334327e-08 4.632189222407673106e-09 1.913135600079471084e-09 8.331169417959382846e-10
1.249105199969027630e-09 1.886250302055190479e-09 4.324957120362357134e-09 1.045633775256573436e-08 2.461066804158689030e-08 5.572968789663301245e-08 1.212094882360188556e-07 2.531315975101316412e-07 5.075464495802260904e-07 9.770219188422423596e-07 1.805612444112182689e-06 3.203645429444756314e-06 5.457453880157821973e-06 8.927046110322961817e-06 1.402378661083842097e-05 2.116174257112786103e-05 3.068131917831578952e-05 4.275197597236775338e-05 5.727045994567345200e-05 7.377899993835958237e-05 9.143071034522446544e-05 1.090244421727230156e-04 1.251181752321174623e-04 1.382113106762235255e-04 1.469668046028306529e-04 1.504298145334759251e-04 1.481953185718948296e-04 1.404853377233727940e-04 1.281157263836388283e-04 1.123582607058665195e-04 9.472883041766744228e-05 7.674950888318654574e-05 5.973594767468004552e-05 4.465100170530922341e-05 3.204466657623361581e-05 2.207663107892110510e-05 1.459878356369070929e-05 9.265976211855764255e-06 5.645024545985338760e-06 3.301189234855908539e-06 1.853313271141243668e-06 9.989711057586253551e-07 5.170553214546200725e-07 2.570121539454808053e-07 1.227020719990238001e-07 5.627103797086838657e-08 2.479589729376161674e-08 1.051613822781075258e-08 4.343108967960356316e-09 1.891136452724393640e-09
2.724096771174975335e-09 4.111473386302688028e-09 9.423099656735249224e-09 2.277150417726524309e-08 5.356568700675397024e-08 1.212094881893846096e-07 2.633891152048027171e-07 5.494568299353195980e-07 1.100261196795311982e-06 2.114746360513181567e-06 3.901319547572798508e-06 6.908212813513009724e-06 1.174233426153828592e-05 1.916185792615260688e-05 3.002637803720239942e-05 4.519242421136812409e-05 6.535305476183692020e-05 9.083727052401009195e-05 1.214041536394365190e-04 1.560815005725193876e-04 1.931025110771989080e-04 2.299825149574045123e-04 2.637511376823893638e-04 2.913192520665221219e-04 3.099237624917625805e-04 3.175669196492821034e-04 3.133587110069370463e-04 2.976849029552759707e-04 2.721579478209557035e-04 2.393558758008312859e-04 2.024035111995170499e-04 1.644870752839228123e-04 1.284060500711253772e-04 9.625058406619035889e-05 6.925378774792767533e-05 4.781939211007113499e-05 3.168290690225283868e-05 2.014125851224762842e-05 1.228581121330563075e-05 7.191494998697554875e-06 4.040117164092089930e-06 2.178711951628976851e-06 1.128005345125973548e-06 5.607887704877346133e-07 2.677500931223495866e-07 1.227916129899341560e-07 5.410705078071385953e-08 2.294625601153934293e-08 9.476129814981633834e-09 4.125743973794803522e-09
5.707898483515563882e-09 8.609309505257274354e-09 1.972125057174692373e-08 4.763076184089562915e-08 1.119640424249574382e-07 2.531315974540845299e-07 5.494568299237542102e-07 1.144700025726182321e-06 2.288562517854469762e-06 4.390497346835376975e-06 8.082247874337884948e-06 1.427679758990793449e-05 2.420204891627106801e-05 3.937969029352305673e-05 6.151813018549778800e-05 9.229792255799644171e-05 1.330510869861837968e-04 1.843693464391223807e-04 2.457118581977103984e-04 3.151079654354063328e-04 3.890531254145098219e-04 4.626706701699745145e-04 5.301615100398756990e-04 5.854996249783689290e-04 6.232690845777862608e-04 6.394941365171066469e-04 6.322994568113103619e-04 6.022588059014580275e-04 5.523458557764003574e-04 4.874818168704928012e-04 4.137637433779678409e-04 3.375321522341087621e-04 2.644737293505394771e-04 1.989398787222915188e-04 1.435969461529573721e-04 9.943017609973653359e-05 6.603328889180637429e-05 4.205866033031926965e-05 2.569323457349368539e-05 1.505611048959777654e-05 8.464909004551120393e-06 4.567150983701160152e-06 2.365282316145520100e-06 1.176064075059450565e-06 5.615336768559626003e-07 2.575140939113395352e-07 1.134636242324682208e-07 4.811472476846583291e-08 1.986806056513020038e-08 8.648800161082005227e-09
1.149071907880182416e-08 1.731774155437365078e-08 3.964416535248304377e-08 9.568382267912112069e-08 2.247322925931885854e-07 5.075464495653665914e-07 1.100261196816670764e-06 2.288562517895804970e-06 4.566746576069286674e-06 8.741512400143572250e-06 1.605039659594465363e-05 2.826960777952618013e-05 4.776848083458840738e-05 7.745438156135219659e-05 1.205518979001760776e-04 1.801820032631441804e-04 2.587530181111380445e-04 3.572378147854646246e-04 4.744726834940635185e-04 6.066498569959680176e-04 7.471699206498746970e-04 8.869672824468564920e-04 1.015332079442935603e-03 1.121146940183122276e-03 1.194361416243377993e-03 1.227461011131060487e-03 1.216664791885702090e-03 1.162612124647070810e-03 1.070375951761189104e-03 9.487607968212338760e-04 8.089906256091711212e-04 6.630329356946823571e-04 5.218990586905725149e-04 3.942688717260625642e-04 2.856974422911287559e-04 1.984961608704066682e-04 1.321992522411510884e-04 8.439339954022240242e-05 5.164459692762191079e-05 3.030132101430882408e-05 1.705040652527026884e-05 9.204019306122525682e-06 4.767884351821621326e-06 2.370865630188290002e-06 1.131969092954578635e-06 5.190550289721352207e-07 2.286699428689453159e-07 9.695424909210936614e-08 4.002937071978155916e-08 1.742130560471389627e-08
2.222472109634001457e-08 3.346260821181908493e-08 7.654529623516939690e-08 1.846001562111009744e-07 4.331429634318345763e-07 9.770219187839410818e-07 2.114746360482383449e-06 4.390497346838250110e-06 8.741512400108064629e-06 1.668879433632431027e-05 3.054978464788144030e-05 5.362337025527482912e-05 9.026666132214491989e-05 1.457624222469767680e-04 2.258827922916447836e-04 3.361023181223457557e-04 4.805013525659342782e-04 6.605101725628021586e-04 8.737393000776763619e-04 1.113184624210217938e-03 1.367064231988939643e-03 1.619440610164991218e-03 1.851634158463275059e-03 2.044279326385435580e-03 2.179745792263029780e-03 2.244563203278850116e-03 2.231456527805070200e-03 2.140623314550213485e-03 1.979969443792944928e-03 1.764171946330425622e-03 1.512650751171844277e-03 1.246774048747213703e-03 9.868296805162699026e-04 7.493856356975622801e-04 5.455765094717832109e-04 3.805956759402387424e-04 2.543314194498463854e-04 1.627909410669703405e-04 9.981694076210620437e-05 5.864578770318519541e-05 3.302826916484757902e-05 1.783735121565306267e-05 9.241695125182026495e-06 4.595345344751282672e-06 2.193700606829655786e-06 1.005681271507342131e-06 4.429467124946838278e-07 1.877618235826047498e-07 7.750337366738314107e-08 3.372003009318316969e-08
