3.165129189828825435e-17 3.183515989566802325e-17 3.201841844382149561e-17 3.220034224319032402e-17 3.238020992320453977e-17 3.255730694282273888e-17 3.273092848438583385e-17 3.290038232819856359e-17 3.306499169502785792e-17 3.322409804355553710e-17 3.337706380974995635e-17 3.352327507513126906e-17 3.366214415100126682e-17 3.379311206589408105e-17 3.391565094377942380e-17 3.402926626091703176e-17 3.413349896971795631e-17 3.422792747851483162e-17 3.431216947677636959e-17 3.438588359601727676e-17 3.444877089744972004e-17 3.450057617829044293e-17 3.454108908957227407e-17 3.457014505930351706e-17 3.458762601586480208e-17 3.459346090762293263e-17 3.458762601586480208e-17 3.457014505930351090e-17 3.454108908957227407e-17 3.450057617829043677e-17 3.444877089744972004e-17 3.438588359601727676e-17 3.431216947677636959e-17 3.422792747851482546e-17 3.413349896971795015e-17 3.402926626091703176e-17 3.391565094377942996e-17 3.379311206589408722e-17 3.366214415100126682e-17 3.352327507513126290e-17 3.337706380974995635e-17 3.322409804355553710e-17 3.306499169502785792e-17 3.290038232819856359e-17 3.273092848438582768e-17 3.255730694282273888e-17 3.238020992320453360e-17 3.220034224319032402e-17 3.201841844382148945e-17 3.183515989566802325e-17 3.165129189828825435e-17 3.146754078529473821e-17 3.128463104696340977e-17 3.110328248191336390e-17 3.092420738892573994e-17 3.074810780947105363e-17 3.057567283098116063e-17 3.040757596034286302e-17 3.024447257651163913e-17 3.008699747055416809e-17 2.993576248083229897e-17 2.979135423044699743e-17 2.965433197347289806e-17 2.952522555593865963e-17 2.940453349694922144e-17 2.929272119480761849e-17 2.919021926247925639e-17 2.909742199625258922e-17 2.901468598098912169e-17 2.894232883492264666e-17 2.888062809656341767e-17 2.882982025588620141e-17 2.879009993163095590e-17 2.876161919621850778e-17 2.874448704947936052e-17 2.873876904210747657e-17 2.874448704947936668e-17 2.876161919621850161e-17 2.879009993163096206e-17 2.882982025588620141e-17 2.888062809656341767e-17 2.894232883492265282e-17 2.901468598098911553e-17 2.909742199625258306e-17 2.919021926247925023e-17 2.929272119480761849e-17 2.940453349694922144e-17 2.952522555593866579e-17 2.965433197347289806e-17 2.979135423044699743e-17 2.993576248083229897e-17 3.008699747055416809e-17 3.024447257651163913e-17 3.040757596034286302e-17 3.057567283098116680e-17 3.074810780947105363e-17 3.092420738892573378e-17 3.110328248191337006e-17 3.128463104696340360e-17 3.146754078529473204e-17
2.009657851584356614e-04 2.033213129503349040e-04 2.056680223209681770e-04 2.079966434024419256e-04 2.102979722087529248e-04 2.125629071802052125e-04 2.147824854069289304e-04 2.169479183837525588e-04 2.190506271492913054e-04 2.210822766633998670e-04 2.230348092791144721e-04 2.249004771678801782e-04 2.266718735602337646e-04 2.283419626681841151e-04 2.299041081602996319e-04 2.313521000659564874e-04 2.326801799913136304e-04 2.338830645363318959e-04 2.349559668095171992e-04 2.358946159450144768e-04 2.366952745351619475e-04 2.373547539006013482e-04 2.378704271294741757e-04 2.382402398270680043e-04 2.384627185274584198e-04 2.385369767291558012e-04 2.384627185274584469e-04 2.382402398270680043e-04 2.378704271294741757e-04 2.373547539006013753e-04 2.366952745351619475e-04 2.358946159450144768e-04 2.349559668095171992e-04 2.338830645363318417e-04 2.326801799913136304e-04 2.313521000659564874e-04 2.299041081602996319e-04 2.283419626681841151e-04 2.266718735602337646e-04 2.249004771678802053e-04 2.230348092791144721e-04 2.210822766633998399e-04 2.190506271492912783e-04 2.169479183837525588e-04 2.147824854069289033e-04 2.125629071802052125e-04 2.102979722087529519e-04 2.079966434024419256e-04 2.056680223209681499e-04 2.033213129503349040e-04 2.009657851584356614e-04 1.986107379774398971e-04 1.962654628599959556e-04 1.939392070549678581e-04 1.916411372465362832e-04 1.893803035980538754e-04 1.871656043390772229e-04 1.850057510305418422e-04 1.829092346391305874e-04 1.808842925475496056e-04 1.789388766227025559e-04 1.770806224586780853e-04 1.753168199060715709e-04 1.736543849934849286e-04 1.720998333411164296e-04 1.706592551602008909e-04 1.693382919257113033e-04 1.681421148032206177e-04 1.670754049041628061e-04 1.661423354369538305e-04 1.653465558145533710e-04 1.646911777720838231e-04 1.641787635410904740e-04 1.638113161199423237e-04 1.635902716727412668e-04 1.635164940819473366e-04 1.635902716727412397e-04 1.638113161199423237e-04 1.641787635410904740e-04 1.646911777720838231e-04 1.653465558145533710e-04 1.661423354369538034e-04 1.670754049041627790e-04 1.681421148032206177e-04 1.693382919257112762e-04 1.706592551602008909e-04 1.720998333411164567e-04 1.736543849934849286e-04 1.753168199060715709e-04 1.770806224586780853e-04 1.789388766227025559e-04 1.808842925475496327e-04 1.829092346391306416e-04 1.850057510305418693e-04 1.871656043390771957e-04 1.893803035980538754e-04 1.916411372465363103e-04 1.939392070549678581e-04 1.962654628599959828e-04 1.986107379774398971e-04
4.016198993235243196e-04 4.063273017994750605e-04 4.110170811090832206e-04 4.156707118928840345e-04 4.202698004530197010e-04 4.247961577853971780e-04 4.292318719705485249e-04 4.335593796279241761e-04 4.377615361395735451e-04 4.418216843517360978e-04 4.457237214668145417e-04 4.494521638435426073e-04 4.529922094299002229e-04 4.563297975614693429e-04 4.594516658674471072e-04 4.623454040374177457e-04 4.649995042141965023e-04 4.674034077915498468e-04 4.695475484103170047e-04 4.714233909623279442e-04 4.730234664284774801e-04 4.743414023952636257e-04 4.753719491129569956e-04 4.761110009782239401e-04 4.765556133443636135e-04 4.767040145832418356e-04 4.765556133443636135e-04 4.761110009782238859e-04 4.753719491129569956e-04 4.743414023952635715e-04 4.730234664284774801e-04 4.714233909623279442e-04 4.695475484103168963e-04 4.674034077915499010e-04 4.649995042141965565e-04 4.623454040374177457e-04 4.594516658674470530e-04 4.563297975614692887e-04 4.529922094299001687e-04 4.494521638435426615e-04 4.457237214668145417e-04 4.418216843517360436e-04 4.377615361395735451e-04 4.335593796279241219e-04 4.292318719705484707e-04 4.247961577853971780e-04 4.202698004530197010e-04 4.156707118928840345e-04 4.110170811090831122e-04 4.063273017994750063e-04 4.016198993235242654e-04 3.969134573240173458e-04 3.922265442964534710e-04 3.875776403973172669e-04 3.829850647786717049e-04 3.784669037316318384e-04 3.740409399153496700e-04 3.697245829412330854e-04 3.655348015742965087e-04 3.614880578048759903e-04 3.576002430344991196e-04 3.538866166095604279e-04 3.503617469256695236e-04 3.470394553141969312e-04 3.439327629106858240e-04 3.410538406925044510e-04 3.384139628604274303e-04 3.360234637258160116e-04 3.338916982517618087e-04 3.320270063830099900e-04 3.304366812857295783e-04 3.291269416042812059e-04 3.281029078280778321e-04 3.273685828474755515e-04 3.269268367633801093e-04 3.267793960009458170e-04 3.269268367633801093e-04 3.273685828474755515e-04 3.281029078280778321e-04 3.291269416042812059e-04 3.304366812857295783e-04 3.320270063830099900e-04 3.338916982517618629e-04 3.360234637258160116e-04 3.384139628604274303e-04 3.410538406925044510e-04 3.439327629106858782e-04 3.470394553141969312e-04 3.503617469256695236e-04 3.538866166095604822e-04 3.576002430344991196e-04 3.614880578048759903e-04 3.655348015742965629e-04 3.697245829412331396e-04 3.740409399153496700e-04 3.784669037316318384e-04 3.829850647786717049e-04 3.875776403973172669e-04 3.922265442964534710e-04 3.969134573240173458e-04
6.016513526868617337e-04 6.087033316153636847e-04 6.157289099549343846e-04 6.227003355757622849e-04 6.295900535852344158e-04 6.363708157346084767e-04 6.430157888649816206e-04 6.494986619502239990e-04 6.557937512963786259e-04 6.618761034608773878e-04 6.677215954608382159e-04 6.733070318477088739e-04 6.786102382356200974e-04 6.836101508830064698e-04 6.882869019413206512e-04 6.926219000009702694e-04 6.965979055829014987e-04 7.001991012444692790e-04 7.034111559902740066e-04 7.062212837024360416e-04 7.086182953301747552e-04 7.105926446054643998e-04 7.121364670797778905e-04 7.132436123063775994e-04 7.139096690230884324e-04 7.141319832218166914e-04 7.139096690230885408e-04 7.132436123063775994e-04 7.121364670797777820e-04 7.105926446054645082e-04 7.086182953301747552e-04 7.062212837024359332e-04 7.034111559902740066e-04 7.001991012444692790e-04 6.965979055829014987e-04 6.926219000009702694e-04 6.882869019413206512e-04 6.836101508830064698e-04 6.786102382356200974e-04 6.733070318477088739e-04 6.677215954608382159e-04 6.618761034608772794e-04 6.557937512963785175e-04 6.494986619502239990e-04 6.430157888649816206e-04 6.363708157346084767e-04 6.295900535852343074e-04 6.227003355757623933e-04 6.157289099549343846e-04 6.087033316153636847e-04 6.016513526868616252e-04 5.946008126112467713e-04 5.875795281387679279e-04 5.806151836823874798e-04 5.737352224605250664e-04 5.669667388515537429e-04 5.603363723744596465e-04 5.538702036997247662e-04 5.475936530827734891e-04 5.415313815993401695e-04 5.357071955479704613e-04 5.301439543696799192e-04 5.248634824186400620e-04 5.198864849007657019e-04 5.152324682793226699e-04 5.109196654282533844e-04 5.069649657949131666e-04 5.033838508144109370e-04 5.001903347978096676e-04 4.973969114961550222e-04 4.950145065216953561e-04 4.930524357868085574e-04 4.915183701001048927e-04 4.904183060379526359e-04 4.897565431883334425e-04 4.895356678424923891e-04 4.897565431883334425e-04 4.904183060379526359e-04 4.915183701001048927e-04 4.930524357868085574e-04 4.950145065216953561e-04 4.973969114961550222e-04 5.001903347978095592e-04 5.033838508144109370e-04 5.069649657949133834e-04 5.109196654282533844e-04 5.152324682793225615e-04 5.198864849007658103e-04 5.248634824186401704e-04 5.301439543696799192e-04 5.357071955479704613e-04 5.415313815993400611e-04 5.475936530827737059e-04 5.538702036997247662e-04 5.603363723744596465e-04 5.669667388515537429e-04 5.737352224605249580e-04 5.806151836823873714e-04 5.875795281387679279e-04 5.946008126112468798e-04
8.007505167089216643e-04 8.101361446903076243e-04 8.194866355692276933e-04 8.287650534488586991e-04 8.379347249395385517e-04 8.469593847704221141e-04 8.558033201225144666e-04 8.644315130943773474e-04 8.728097807142359875e-04 8.809049119173421568e-04 8.886848009153169685e-04 8.961185763948478680e-04 9.031767259965535651e-04 9.098312155410600947e-04 9.160556024883161107e-04 9.218251431378859072e-04 9.271168931022961837e-04 9.319098006124206229e-04 9.361847922432271372e-04 9.399248506798649509e-04 9.431150841778814745e-04 9.457427874071544114e-04 9.477974934067208684e-04 9.492710164168696122e-04 9.501574853954264117e-04 9.504533680668578914e-04 9.501574853954263032e-04 9.492710164168696122e-04 9.477974934067206515e-04 9.457427874071544114e-04 9.431150841778814745e-04 9.399248506798650593e-04 9.361847922432271372e-04 9.319098006124206229e-04 9.271168931022960753e-04 9.218251431378859072e-04 9.160556024883161107e-04 9.098312155410600947e-04 9.031767259965535651e-04 8.961185763948477595e-04 8.886848009153168601e-04 8.809049119173421568e-04 8.728097807142358791e-04 8.644315130943772390e-04 8.558033201225144666e-04 8.469593847704221141e-04 8.379347249395385517e-04 8.287650534488585907e-04 8.194866355692276933e-04 8.101361446903076243e-04 8.007505167089215559e-04 7.913668037272902868e-04 7.820220276469444683e-04 7.727530342389197972e-04 7.635963482633310005e-04 7.545880302016934067e-04 7.457635351535388691e-04 7.371575744350991003e-04 7.288039804022316019e-04 7.207355750024786994e-04 7.129840425423348378e-04 7.055798071355720439e-04 6.985519152769772023e-04 6.919279239632407201e-04 6.857337947590955596e-04 6.799937941822937603e-04 6.747304007557146507e-04 6.699642190489435867e-04 6.657139010051282141e-04 6.619960748219135124e-04 6.588252816278345868e-04 6.562139201678079438e-04 6.541721996833326511e-04 6.527081011447901336e-04 6.518273469648075847e-04 6.515333792931310127e-04 6.518273469648076931e-04 6.527081011447901336e-04 6.541721996833327595e-04 6.562139201678078354e-04 6.588252816278348037e-04 6.619960748219135124e-04 6.657139010051282141e-04 6.699642190489433699e-04 6.747304007557147591e-04 6.799937941822937603e-04 6.857337947590956681e-04 6.919279239632407201e-04 6.985519152769770939e-04 7.055798071355720439e-04 7.129840425423349462e-04 7.207355750024786994e-04 7.288039804022317103e-04 7.371575744350991003e-04 7.457635351535387607e-04 7.545880302016934067e-04 7.635963482633310005e-04 7.727530342389199057e-04 7.820220276469445767e-04 7.913668037272902868e-04
9.986098019940472560e-04 1.010314546361368044e-03 1.021975471518829894e-03 1.033546514993985812e-03 1.044981941685047596e-03 1.056236525452059361e-03 1.067265729113513889e-03 1.078025882114235640e-03 1.088474355133402368e-03 1.098569730907958484e-03 1.108271970556496148e-03 1.117542574701954660e-03 1.126344738708254115e-03 1.134643501366217272e-03 1.142405886387806669e-03 1.149601036094785242e-03 1.156200336718253780e-03 1.162177534759075478e-03 1.167508843895796386e-03 1.172173041966134439e-03 1.176151557590278266e-03 1.179428546048889859e-03 1.181990954075568716e-03 1.183828573272426108e-03 1.184934081907985286e-03 1.185303074908633948e-03 1.184934081907985069e-03 1.183828573272426108e-03 1.181990954075568499e-03 1.179428546048889859e-03 1.176151557590278049e-03 1.172173041966134439e-03 1.167508843895796386e-03 1.162177534759075478e-03 1.156200336718253780e-03 1.149601036094785242e-03 1.142405886387806886e-03 1.134643501366217055e-03 1.126344738708254115e-03 1.117542574701954443e-03 1.108271970556495931e-03 1.098569730907958484e-03 1.088474355133402368e-03 1.078025882114235856e-03 1.067265729113513889e-03 1.056236525452059361e-03 1.044981941685047379e-03 1.033546514993985812e-03 1.021975471518829677e-03 1.010314546361368044e-03 9.986098019940472560e-04 9.869074458081716038e-04 9.752536475319961576e-04 9.636943572427930389e-04 9.522751246875872265e-04 9.410409206151375923e-04 9.300359608069945754e-04 9.193035334782841215e-04 9.088858306994183336e-04 8.988237844683819467e-04 8.891569080397713001e-04 8.799231430915444843e-04 8.711587132836333533e-04 8.628979847343664798e-04 8.551733339111656238e-04 8.480150234014179880e-04 8.414510859978772267e-04 8.355072175005752574e-04 8.302066786041548564e-04 8.255702062058286423e-04 8.216159344349958926e-04 8.183593256709471896e-04 8.158131117801240874e-04 8.139872457692196028e-04 8.128888640149470454e-04 8.125222591957429775e-04 8.128888640149470454e-04 8.139872457692196028e-04 8.158131117801239790e-04 8.183593256709470812e-04 8.216159344349961095e-04 8.255702062058287508e-04 8.302066786041552900e-04 8.355072175005753658e-04 8.414510859978771183e-04 8.480150234014179880e-04 8.551733339111657322e-04 8.628979847343665882e-04 8.711587132836334617e-04 8.799231430915445927e-04 8.891569080397715170e-04 8.988237844683819467e-04 9.088858306994182252e-04 9.193035334782842299e-04 9.300359608069946838e-04 9.410409206151375923e-04 9.522751246875872265e-04 9.636943572427931473e-04 9.752536475319962660e-04 9.869074458081716038e-04
1.194924332834975279e-03 1.208930087461246349e-03 1.222883408554418724e-03 1.236729178320687423e-03 1.250412670693992973e-03 1.263879768625809355e-03 1.277077179466903304e-03 1.289952647562558940e-03 1.302455163186415008e-03 1.314535166945677257e-03 1.326144748802253297e-03 1.337237840870210068e-03 1.347770403170043879e-03 1.357700601544440441e-03 1.366988976968560709e-03 1.375598605520260897e-03 1.383495248311995742e-03 1.390647490726286059e-03 1.397026870340435786e-03 1.402607992973397243e-03 1.407368636338161838e-03 1.411289840836448895e-03 1.414355987088583566e-03 1.416554859849920422e-03 1.417877698025702673e-03 1.418319230558470236e-03 1.417877698025702890e-03 1.416554859849920422e-03 1.414355987088583566e-03 1.411289840836448895e-03 1.407368636338161838e-03 1.402607992973397243e-03 1.397026870340435569e-03 1.390647490726286059e-03 1.383495248311995525e-03 1.375598605520260897e-03 1.366988976968560492e-03 1.357700601544440441e-03 1.347770403170043879e-03 1.337237840870209851e-03 1.326144748802253297e-03 1.314535166945677690e-03 1.302455163186415008e-03 1.289952647562559156e-03 1.277077179466903087e-03 1.263879768625809355e-03 1.250412670693992973e-03 1.236729178320687423e-03 1.222883408554418724e-03 1.208930087461246349e-03 1.194924332834975279e-03 1.180921435877549473e-03 1.166976642723768212e-03 1.153144936676737736e-03 1.139480822009263832e-03 1.126038110171875958e-03 1.112869709230531563e-03 1.100027417336495606e-03 1.087561721007613766e-03 1.075521598974401834e-03 1.063954332316310088e-03 1.052905321583311876e-03 1.042417911565926385e-03 1.032533224343001182e-03 1.023290001201329668e-03 1.014724453984588255e-03 1.006870126391337271e-03 9.997577657030972710e-04 9.934152053839219888e-04 9.878672589525808612e-04 9.831356254875653865e-04 9.792388070837070545e-04 9.761920385374040290e-04 9.740072294953053961e-04 9.726929192589141510e-04 9.722542443949917443e-04 9.726929192589140426e-04 9.740072294953053961e-04 9.761920385374040290e-04 9.792388070837068376e-04 9.831356254875653865e-04 9.878672589525808612e-04 9.934152053839217719e-04 9.997577657030977047e-04 1.006870126391337271e-03 1.014724453984588255e-03 1.023290001201329884e-03 1.032533224343001182e-03 1.042417911565926602e-03 1.052905321583311876e-03 1.063954332316310088e-03 1.075521598974402051e-03 1.087561721007613549e-03 1.100027417336495606e-03 1.112869709230531346e-03 1.126038110171875958e-03 1.139480822009264049e-03 1.153144936676737736e-03 1.166976642723768429e-03 1.180921435877549473e-03
1.389392617285285531e-03 1.405677742244680790e-03 1.421901900361420340e-03 1.438001003681406258e-03 1.453911419730123493e-03 1.469570224165314470e-03 1.484915451211100230e-03 1.499886340852074834e-03 1.514423581770131619e-03 1.528469549015663842e-03 1.541968535418441252e-03 1.554866975761948688e-03 1.567113662768280331e-03 1.578659953968849063e-03 1.589459968569123006e-03 1.599470773453240662e-03 1.608652557516621322e-03 1.616968793561349756e-03 1.624386387040031767e-03 1.630875810988743121e-03 1.636411226548350984e-03 1.640970588535613965e-03 1.644535735590677917e-03 1.647092464495596457e-03 1.648630588328871835e-03 1.649143978193368804e-03 1.648630588328872052e-03 1.647092464495596240e-03 1.644535735590677917e-03 1.640970588535613965e-03 1.636411226548350768e-03 1.630875810988742904e-03 1.624386387040031984e-03 1.616968793561349539e-03 1.608652557516620889e-03 1.599470773453240662e-03 1.589459968569123223e-03 1.578659953968849063e-03 1.567113662768280114e-03 1.554866975761948905e-03 1.541968535418441035e-03 1.528469549015663625e-03 1.514423581770131619e-03 1.499886340852074834e-03 1.484915451211100230e-03 1.469570224165314470e-03 1.453911419730123276e-03 1.438001003681406041e-03 1.421901900361420123e-03 1.405677742244680574e-03 1.389392617285285531e-03 1.373110815066826184e-03 1.356896572771285709e-03 1.340813821974338148e-03 1.324925937261441436e-03 1.309295487642227846e-03 1.293983991720189979e-03 1.279051677550762474e-03 1.264557248093821015e-03 1.250557653136657619e-03 1.237107868530812468e-03 1.224260683551071449e-03 1.212066497147636351e-03 1.200573123823222644e-03 1.189825609825844810e-03 1.179866060305494006e-03 1.170733478039045821e-03 1.162463614282685997e-03 1.155088832265119530e-03 1.148637983787955709e-03 1.143136299352095521e-03 1.138605292180810144e-03 1.135062676461566717e-03 1.132522300079686099e-03 1.130994092067609796e-03 1.130484024944049173e-03 1.130994092067609796e-03 1.132522300079686316e-03 1.135062676461566717e-03 1.138605292180810144e-03 1.143136299352095738e-03 1.148637983787955492e-03 1.155088832265119747e-03 1.162463614282685997e-03 1.170733478039045821e-03 1.179866060305494006e-03 1.189825609825845027e-03 1.200573123823222860e-03 1.212066497147636351e-03 1.224260683551071666e-03 1.237107868530812685e-03 1.250557653136657619e-03 1.264557248093821232e-03 1.279051677550762474e-03 1.293983991720190196e-03 1.309295487642227846e-03 1.324925937261441653e-03 1.340813821974338365e-03 1.356896572771285926e-03 1.373110815066826400e-03
1.581717211592211696e-03 1.600256580609098764e-03 1.618726543539351134e-03 1.637054141149709959e-03 1.655166932735579978e-03 1.672993283746770444e-03 1.690462650887586665e-03 1.707505863528395711e-03 1.724055400270621931e-03 1.740045659517223996e-03 1.755413222916279341e-03 1.770097110566318027e-03 1.784039026898603638e-03 1.797183596183612184e-03 1.809478586646472934e-03 1.820875122218995352e-03 1.831327881004011279e-03 1.840795279580883506e-03 1.849239642339010241e-03 1.856627355088661399e-03 1.862929002265289015e-03 1.868119487114143409e-03 1.872178134316304990e-03 1.875088774594633675e-03 1.876839810918264333e-03 1.877424266006645246e-03 1.876839810918264333e-03 1.875088774594633675e-03 1.872178134316304990e-03 1.868119487114143409e-03 1.862929002265289015e-03 1.856627355088661183e-03 1.849239642339010241e-03 1.840795279580883723e-03 1.831327881004011062e-03 1.820875122218995352e-03 1.809478586646472717e-03 1.797183596183612401e-03 1.784039026898603421e-03 1.770097110566318027e-03 1.755413222916279341e-03 1.740045659517224213e-03 1.724055400270622148e-03 1.707505863528395711e-03 1.690462650887586231e-03 1.672993283746770444e-03 1.655166932735579761e-03 1.637054141149709959e-03 1.618726543539350917e-03 1.600256580609098764e-03 1.581717211592211479e-03 1.563181625261703600e-03 1.544722950735364459e-03 1.526413969221580066e-03 1.508326827837981913e-03 1.490532756615748277e-03 1.473101789779019191e-03 1.456102492361691916e-03 1.439601693193035296e-03 1.423664225249441110e-03 1.408352674332446737e-03 1.393727136993220140e-03 1.379844988581238868e-03 1.366760662250220658e-03 1.354525439707664897e-03 1.343187254445954350e-03 1.332790508142999613e-03 1.323375900869134831e-03 1.314980275684577912e-03 1.307636478158409393e-03 1.301373231285868912e-03 1.296215026225971349e-03 1.292182029226081634e-03 1.289290005044327163e-03 1.287550257124610168e-03 1.286969584722608010e-03 1.287550257124609951e-03 1.289290005044327163e-03 1.292182029226081417e-03 1.296215026225971349e-03 1.301373231285868912e-03 1.307636478158409176e-03 1.314980275684577912e-03 1.323375900869134831e-03 1.332790508142999829e-03 1.343187254445954350e-03 1.354525439707664897e-03 1.366760662250220875e-03 1.379844988581239084e-03 1.393727136993219923e-03 1.408352674332446737e-03 1.423664225249441110e-03 1.439601693193035296e-03 1.456102492361691916e-03 1.473101789779019191e-03 1.490532756615748277e-03 1.508326827837982130e-03 1.526413969221580066e-03 1.544722950735364459e-03 1.563181625261703600e-03
1.771605377790955302e-03 1.792370433396619101e-03 1.813057750582651451e-03 1.833585611220771685e-03 1.853872877961716464e-03 1.873839316391001262e-03 1.893405914355818188e-03 1.912495197160600730e-03 1.931031537334168416e-03 1.948941457682711216e-03 1.966153926360274945e-03 1.982600642711983187e-03 1.998216312674954646e-03 2.012938912557782518e-03 2.026709940061462937e-03 2.039474651452655163e-03 2.051182283854046523e-03 2.061786261676090432e-03 2.071244386279316556e-03 2.079519008026445986e-03 2.086577179958336910e-03 2.092390792406994583e-03 2.096936687942052915e-03 2.100196756133830816e-03 2.102158007705802380e-03 2.102812627741586487e-03 2.102158007705802380e-03 2.100196756133830816e-03 2.096936687942052915e-03 2.092390792406994150e-03 2.086577179958336910e-03 2.079519008026445986e-03 2.071244386279316556e-03 2.061786261676090432e-03 2.051182283854046523e-03 2.039474651452655163e-03 2.026709940061462503e-03 2.012938912557782518e-03 1.998216312674954646e-03 1.982600642711983187e-03 1.966153926360274945e-03 1.948941457682711216e-03 1.931031537334168199e-03 1.912495197160600513e-03 1.893405914355818188e-03 1.873839316391001262e-03 1.853872877961716464e-03 1.833585611220771685e-03 1.813057750582651451e-03 1.792370433396619101e-03 1.771605377790955085e-03 1.750844558990380341e-03 1.730169885402668651e-03 1.709662875759001806e-03 1.689404338576004942e-03 1.669474055185871499e-03 1.649950467554844305e-03 1.630910372079832612e-03 1.612428620518443004e-03 1.594577829169462491e-03 1.577428097379199833e-03 1.561046736404341113e-03 1.545498009614433999e-03 1.530842884967055940e-03 1.517138800636440082e-03 1.504439444622097813e-03 1.492794549108007090e-03 1.482249700285525468e-03 1.472846164294477640e-03 1.464620729877119058e-03 1.457605568279017865e-03 1.451828110869511764e-03 1.447310944892401564e-03 1.444071727695077053e-03 1.442123119721426365e-03 1.441472736490731531e-03 1.442123119721425931e-03 1.444071727695077053e-03 1.447310944892401564e-03 1.451828110869511981e-03 1.457605568279017865e-03 1.464620729877118841e-03 1.472846164294477640e-03 1.482249700285525468e-03 1.492794549108007090e-03 1.504439444622097813e-03 1.517138800636440082e-03 1.530842884967055940e-03 1.545498009614434216e-03 1.561046736404341113e-03 1.577428097379199833e-03 1.594577829169462491e-03 1.612428620518443221e-03 1.630910372079832612e-03 1.649950467554844305e-03 1.669474055185871499e-03 1.689404338576004942e-03 1.709662875759001806e-03 1.730169885402668651e-03 1.750844558990380558e-03
